/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_0_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_0_0.png [[0, 0], [640, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_11_22.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_11_22.png [[5841, 8272], [6481, 8752]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_11_23.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_11_23.png [[5841, 8648], [6481, 9128]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_11_24.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_11_24.png [[5841, 8913], [6481, 9393]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_0.png [[6372, 0], [7012, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_1.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_1.png [[6372, 376], [7012, 856]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_2.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_2.png [[6372, 752], [7012, 1232]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_3.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_3.png [[6372, 1128], [7012, 1608]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_4.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_4.png [[6372, 1504], [7012, 1984]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_5.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_5.png [[6372, 1880], [7012, 2360]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_6.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_6.png [[6372, 2256], [7012, 2736]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_7.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_7.png [[6372, 2632], [7012, 3112]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_8.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_8.png [[6372, 3008], [7012, 3488]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_9.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_9.png [[6372, 3384], [7012, 3864]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_10.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_10.png [[6372, 3760], [7012, 4240]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_11.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_11.png [[6372, 4136], [7012, 4616]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_12.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_12.png [[6372, 4512], [7012, 4992]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_13.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_13.png [[6372, 4888], [7012, 5368]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_14.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_14.png [[6372, 5264], [7012, 5744]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_15.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_15.png [[6372, 5640], [7012, 6120]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_16.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_16.png [[6372, 6016], [7012, 6496]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_17.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_17.png [[6372, 6392], [7012, 6872]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_18.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_18.png [[6372, 6768], [7012, 7248]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_19.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_19.png [[6372, 7144], [7012, 7624]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_20.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_20.png [[6372, 7520], [7012, 8000]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_21.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_21.png [[6372, 7896], [7012, 8376]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_22.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_22.png [[6372, 8272], [7012, 8752]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_23.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_23.png [[6372, 8648], [7012, 9128]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_12_24.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_12_24.png [[6372, 8913], [7012, 9393]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_0.png [[6903, 0], [7543, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_1.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_1.png [[6903, 376], [7543, 856]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_2.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_2.png [[6903, 752], [7543, 1232]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_3.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_3.png [[6903, 1128], [7543, 1608]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_4.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_4.png [[6903, 1504], [7543, 1984]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_5.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_5.png [[6903, 1880], [7543, 2360]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_6.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_6.png [[6903, 2256], [7543, 2736]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_7.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_7.png [[6903, 2632], [7543, 3112]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_8.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_8.png [[6903, 3008], [7543, 3488]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_9.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_9.png [[6903, 3384], [7543, 3864]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_10.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_10.png [[6903, 3760], [7543, 4240]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_11.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_11.png [[6903, 4136], [7543, 4616]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_12.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_12.png [[6903, 4512], [7543, 4992]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_13.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_13.png [[6903, 4888], [7543, 5368]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_14.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_14.png [[6903, 5264], [7543, 5744]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_15.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_15.png [[6903, 5640], [7543, 6120]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_16.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_16.png [[6903, 6016], [7543, 6496]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_17.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_17.png [[6903, 6392], [7543, 6872]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_18.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_18.png [[6903, 6768], [7543, 7248]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_19.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_19.png [[6903, 7144], [7543, 7624]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_20.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_20.png [[6903, 7520], [7543, 8000]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_21.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_21.png [[6903, 7896], [7543, 8376]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_22.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_22.png [[6903, 8272], [7543, 8752]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_23.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_23.png [[6903, 8648], [7543, 9128]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_13_24.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_13_24.png [[6903, 8913], [7543, 9393]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_0.png [[7434, 0], [8074, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_1.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_1.png [[7434, 376], [8074, 856]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_2.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_2.png [[7434, 752], [8074, 1232]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_3.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_3.png [[7434, 1128], [8074, 1608]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_4.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_4.png [[7434, 1504], [8074, 1984]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_5.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_5.png [[7434, 1880], [8074, 2360]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_6.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_6.png [[7434, 2256], [8074, 2736]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_7.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_7.png [[7434, 2632], [8074, 3112]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_8.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_8.png [[7434, 3008], [8074, 3488]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_9.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_9.png [[7434, 3384], [8074, 3864]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_10.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_10.png [[7434, 3760], [8074, 4240]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_11.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_11.png [[7434, 4136], [8074, 4616]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_12.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_12.png [[7434, 4512], [8074, 4992]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_13.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_13.png [[7434, 4888], [8074, 5368]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_14.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_14.png [[7434, 5264], [8074, 5744]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_15.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_15.png [[7434, 5640], [8074, 6120]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_16.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_16.png [[7434, 6016], [8074, 6496]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_17.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_17.png [[7434, 6392], [8074, 6872]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_18.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_18.png [[7434, 6768], [8074, 7248]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_19.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_19.png [[7434, 7144], [8074, 7624]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_20.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_20.png [[7434, 7520], [8074, 8000]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_21.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_21.png [[7434, 7896], [8074, 8376]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_22.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_22.png [[7434, 8272], [8074, 8752]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_23.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_23.png [[7434, 8648], [8074, 9128]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_14_24.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_14_24.png [[7434, 8913], [8074, 9393]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_0.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_0.png [[7965, 0], [8605, 480]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_1.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_1.png [[7965, 376], [8605, 856]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_2.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_2.png [[7965, 752], [8605, 1232]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_3.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_3.png [[7965, 1128], [8605, 1608]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_4.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_4.png [[7965, 1504], [8605, 1984]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_5.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_5.png [[7965, 1880], [8605, 2360]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_6.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_6.png [[7965, 2256], [8605, 2736]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_7.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_7.png [[7965, 2632], [8605, 3112]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_8.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_8.png [[7965, 3008], [8605, 3488]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_9.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_9.png [[7965, 3384], [8605, 3864]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_10.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_10.png [[7965, 3760], [8605, 4240]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_11.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_11.png [[7965, 4136], [8605, 4616]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_12.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_12.png [[7965, 4512], [8605, 4992]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_13.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_13.png [[7965, 4888], [8605, 5368]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_14.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_14.png [[7965, 5264], [8605, 5744]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_15.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_15.png [[7965, 5640], [8605, 6120]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_16.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_16.png [[7965, 6016], [8605, 6496]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_17.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_17.png [[7965, 6392], [8605, 6872]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_18.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_18.png [[7965, 6768], [8605, 7248]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_19.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_19.png [[7965, 7144], [8605, 7624]]
/home/dschreib/Corals/Coral_Image_Datasets/chopped/train/FR7_10m_2012_UNCW_RAW.png_small_15_20.png /home/dschreib/Corals/Coral_Image_Datasets/chopped/trainannot/FR7_10m_2012_UNCW_MORPHS.png_small_15_20.png [[7965, 7520], [8605, 8000]]
